Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1547334000.0 134.912 NA 39 329 0 NA NA NA NA 107 470 0 NA NA NA NA 334 5610 939 NA NA NA NA 597 3078 1106 NA NA NA
1547334000.0 134.99901 NA 40 329 0 NA NA NA NA 115 492 0 NA NA NA NA 416 7105 918 NA NA NA NA 633 3690 974 NA NA NA
1547334000.0 1345.0 NA 143 348 0 NA NA NA NA 575 504 0 NA NA NA NA 782 1860 736 NA NA NA NA 1057 2082 1139 NA NA NA
1547334000.0 1347.0 NA 140 334 0 NA NA NA NA 610 461 0 NA NA NA NA 1212 2724 865 NA NA NA NA 1013 2828 933 NA NA NA
1547334000.0 1349.0 NA 137 343 0 NA NA NA NA 609 486 0 NA NA NA NA 1110 2890 1037 NA NA NA NA 1011 3809 1464 NA NA NA
1547334000.0 135.1 335 0 142 NA NA NA NA 737 0 228 NA NA NA NA 1168 235 547 NA NA NA NA 1266 323 699 NA NA NA NA
1547334000.0 135.11 336 0 142 NA NA NA NA 695 0 239 NA NA NA NA 1412 248 639 NA NA NA NA 1460 552 655 NA NA NA NA
1547334000.0 135.12 321 0 142 NA NA NA NA 733 0 226 NA NA NA NA 1387 287 622 NA NA NA NA 1304 367 927 NA NA NA NA
1547334000.0 135.13 337 0 NA NA NA NA NA 705 0 NA NA NA NA NA 1152 294 NA NA NA NA NA 1231 982 NA NA NA NA NA
1547334000.0 135.2 275 0 133 NA NA NA NA 693 0 223 NA NA NA NA 1176 277 614 NA NA NA NA 1657 432 878 NA NA NA NA
1547334000.0 135.3 276 0 134 NA NA NA NA 690 0 226 NA NA NA NA 1189 260 640 NA NA NA NA 1225 364 925 NA NA NA NA
1547334000.0 135.4 332 0 134 NA NA NA NA 733 0 231 NA NA NA NA 1023 237 488 NA NA NA NA 1529 432 1078 NA NA NA NA
1547334000.0 135.5 316 0 138 NA NA NA NA 689 0 240 NA NA NA NA 1268 281 615 NA NA NA NA 1299 518 913 NA NA NA NA
1547334000.0 135.6 318 0 139 NA NA NA NA 691 0 228 NA NA NA NA 1124 243 557 NA NA NA NA 1482 379 1053 NA NA NA NA
1547334000.0 135.7 317 0 137 NA NA NA NA 734 0 232 NA NA NA NA 1334 285 585 NA NA NA NA 1283 527 737 NA NA NA NA
1547334000.0 135.8 182 NA NA NA NA NA NA 275 NA NA NA NA NA NA 403 NA NA NA NA NA NA 569 NA NA NA NA NA NA
1547334000.0 135.9 332 0 140 NA NA NA NA 690 0 223 NA NA NA NA 1278 270 590 NA NA NA NA 1328 349 754 NA NA NA NA
1547334000.0 1350.0 NA 152 360 0 NA NA NA NA 609 504 0 NA NA NA NA 555 1687 705 NA NA NA NA 628 2556 1035 NA NA NA
1547334000.0 1351.0 NA 142 348 0 NA NA NA NA 610 515 0 NA NA NA NA 1056 2815 1186 NA NA NA NA 1135 4213 1602 NA NA NA
1547334000.0 1352.0 NA 142 351 0 NA NA NA NA 610 513 0 NA NA NA NA 669 1746 685 NA NA NA NA 1019 2267 1025 NA NA NA
1547334000.0 1354.0 NA 149 348 0 NA NA NA NA 620 478 0 NA NA NA NA 854 2995 1059 NA NA NA NA 649 3843 1556 NA NA NA
1547334000.0 136.724 NA 93 369 0 NA NA NA NA 164 550 0 NA NA NA NA 573 8455 804 NA NA NA NA 764 3530 909 NA NA NA
1547334000.0 136.732 NA 92 339 0 NA NA NA NA 173 472 0 NA NA NA NA 517 6081 866 NA NA NA NA 588 3020 1267 NA NA NA
1547334000.0 136.733 NA 186 79 0 NA NA NA NA 315 136 0 NA NA NA NA 1090 379 288 NA NA NA NA 1415 597 393 NA NA NA
1547334000.0 136.735 NA 94 307 0 NA NA NA NA 166 439 0 NA NA NA NA 900 2243 643 NA NA NA NA 1276 2611 719 NA NA NA
1547334000.0 136.736 NA 96 353 0 NA NA NA NA 172 537 0 NA NA NA NA 742 10603 822 NA NA NA NA 753 4186 889 NA NA NA
1547334000.0 136.739 NA 93 412 0 NA NA NA NA 157 598 0 NA NA NA NA 625 14659 889 NA NA NA NA 1354 5444 980 NA NA NA
1547334000.0 136.742 NA 95 363 0 NA NA NA NA 159 522 0 NA NA NA NA 686 18475 1256 NA NA NA NA 625 7881 1579 NA NA NA
1547334000.0 136.743 NA 96 384 0 NA NA NA NA 170 570 0 NA NA NA NA 615 10961 802 NA NA NA NA 552 4222 891 NA NA NA
1547334000.0 136.746 NA 93 350 0 NA NA NA NA 174 554 0 NA NA NA NA 865 18908 1502 NA NA NA NA 700 7700 1744 NA NA NA
1547334000.0 136.748 NA 95 368 0 NA NA NA NA 173 534 0 NA NA NA NA 659 10969 766 NA NA NA NA 829 4157 830 NA NA NA
1547334000.0 136.752 NA 95 368 0 NA NA NA NA 166 551 0 NA NA NA NA 818 12002 835 NA NA NA NA 943 4570 1096 NA NA NA
1547334000.0 136.753 NA 95 354 0 NA NA NA NA 164 548 0 NA NA NA NA 668 19656 1185 NA NA NA NA 452 8886 1314 NA NA NA
1547334000.0 136.754 NA 106 381 0 NA NA NA NA 194 583 0 NA NA NA NA 715 16129 1207 NA NA NA NA 509 7973 1351 NA NA NA
1547334000.0 136.755 NA 103 427 0 NA NA NA NA 162 635 0 NA NA NA NA 577 13683 851 NA NA NA NA 658 5278 946 NA NA NA
1547334000.0 136.758 NA 93 371 0 NA NA NA NA 169 553 0 NA NA NA NA 814 13041 793 NA NA NA NA 1039 4648 892 NA NA NA
1547334000.0 136.759 NA 93 380 0 NA NA NA NA 160 597 0 NA NA NA NA 809 26268 1161 NA NA NA NA 1336 12878 1317 NA NA NA
1547334000.0 136.76 NA 97 382 0 NA NA NA NA 171 575 0 NA NA NA NA 917 16355 873 NA NA NA NA 1114 5553 962 NA NA NA
1547334000.0 136.761 NA 99 395 0 NA NA NA NA 168 650 0 NA NA NA NA 820 22354 836 NA NA NA NA 804 8927 1297 NA NA NA
1547334000.0 136.7611 NA 187 0 NA NA NA NA NA 296 0 NA NA NA NA NA 5336 179 NA NA NA NA NA 6037 338 NA NA NA NA
1547334000.0 136.762 NA 95 398 0 NA NA NA NA 171 649 0 NA NA NA NA 868 35543 1375 NA NA NA NA 1006 16540 1756 NA NA NA
1547334000.0 136.763 NA 98 377 0 NA NA NA NA 175 575 0 NA NA NA NA 885 16121 815 NA NA NA NA 1039 5858 994 NA NA NA
1547334000.0 136.764 NA 108 373 0 NA NA NA NA 159 607 0 NA NA NA NA 516 15123 765 NA NA NA NA 414 5407 814 NA NA NA
1547334000.0 136.765 NA 104 396 0 NA NA NA NA 158 603 0 NA NA NA NA 621 14142 824 NA NA NA NA 627 6085 927 NA NA NA
1547334000.0 136.766 NA 86 413 0 NA NA NA NA 164 617 0 NA NA NA NA 626 16978 878 NA NA NA NA 1307 5890 1791 NA NA NA
1547334000.0 136.767 NA 104 358 0 NA NA NA NA 172 537 0 NA NA NA NA 578 11940 824 NA NA NA NA 873 4615 1107 NA NA NA
1547334000.0 136.771 NA 92 359 0 NA NA NA NA 170 523 0 NA NA NA NA 684 11032 868 NA NA NA NA 963 4750 980 NA NA NA
1547334000.0 136.7721 NA 190 0 NA NA NA NA NA 295 0 NA NA NA NA NA 4878 164 NA NA NA NA NA 6013 367 NA NA NA NA
1547334000.0 136.7722 NA 176 0 NA NA NA NA NA 268 0 NA NA NA NA NA 5637 152 NA NA NA NA NA 5909 393 NA NA NA NA
1547334000.0 136.773 NA 96 400 0 NA NA NA NA 172 630 0 NA NA NA NA 687 18348 1283 NA NA NA NA 604 7472 2052 NA NA NA
1547334000.0 136.774 NA 102 367 0 NA NA NA NA 161 547 0 NA NA NA NA 863 18516 1178 NA NA NA NA 706 8668 1343 NA NA NA
1547334000.0 136.777 NA 100 403 0 NA NA NA NA 157 596 0 NA NA NA NA 549 11745 816 NA NA NA NA 617 4537 896 NA NA NA
1547334000.0 136.779 NA 97 366 0 NA NA NA NA 171 540 0 NA NA NA NA 700 10762 852 NA NA NA NA 676 4131 960 NA NA NA
1547334000.0 136.78 NA 119 411 0 NA NA NA NA 194 629 0 NA NA NA NA 708 24276 1677 NA NA NA NA 581 9071 2310 NA NA NA
1547334000.0 136.7801 NA 107 0 NA NA NA NA NA 185 0 NA NA NA NA NA 356 216 NA NA NA NA NA 668 297 NA NA NA NA
